fico_range_low,annual_inc,dti,loan_amnt,revol_bal,loan_status
710,135000.0,20.88,21000,33534,1
685,52000.0,7.8,7000,11265,1
665,36000.0,12.63,15825,7909,0
715,104000.0,6.9,7000,4807,1
665,39000.0,34.55,10000,14422,1
730,35000.0,4.17,22000,6135,1
710,50000.0,25.88,20000,15065,1
660,42000.0,20.6,13000,10944,1
670,64000.0,11.31,4000,3491,1
710,75000.0,13.17,8500,4884,1
765,60000.0,10.48,10000,3429,1
680,83600.0,35.18,20000,29949,1
705,55000.0,9.36,25200,23509,1
695,28700.0,14.68,11475,8306,0
725,125000.0,20.08,20000,32817,1
700,27000.0,8.09,5000,2700,1
700,60000.0,32.16,9000,10854,1
695,84000.0,13.59,9000,17148,1
715,62000.0,24.16,17875,21146,0
710,120000.0,10.18,7500,7115,1
675,51000.0,19.18,5000,4887,1
700,43200.0,26.28,19000,23170,0
670,32000.0,24.2,9600,8024,1
690,110000.0,19.15,16000,10496,1
665,71000.0,9.06,20000,28520,1
745,40500.0,21.59,12300,13039,1
660,80000.0,17.63,12000,15885,1
690,24000.0,20.15,2400,1073,1
695,42694.0,29.97,5000,42059,1
690,82500.0,18.0,15200,6213,1
710,50000.0,25.11,14850,6699,1
665,45000.0,30.51,8000,15099,0
790,16344.0,1.1,3000,244,1
670,72000.0,8.72,15550,2119,1
705,35000.0,15.79,5100,6451,1
700,115000.0,11.71,25000,26071,1
780,50000.0,13.59,6000,7218,1
720,141000.0,6.09,25000,26914,1
670,27960.0,20.26,12275,2085,1
680,48000.0,33.93,17125,12078,1
725,61000.0,15.8,22500,28090,1
675,68000.0,28.45,4100,2617,1
705,138482.0,6.36,20000,15574,1
695,85000.0,22.5,28000,20938,0
665,50000.0,16.51,15000,22565,1
670,25756.0,14.07,5400,3460,1
680,75000.0,24.14,12000,9788,1
700,80000.0,22.46,4800,20573,1
680,88000.0,11.47,25000,28397,1
660,50000.0,14.62,18000,7734,0
695,98000.0,30.77,28000,28253,1
685,175000.0,11.3,30000,28766,1
665,60000.0,7.64,7000,12737,1
710,60000.0,18.72,19000,26881,1
660,32000.0,32.67,10500,4538,0
665,42500.0,23.92,19550,28286,1
770,55000.0,7.35,4000,2363,1
685,150000.0,27.77,6000,13412,0
665,62000.0,31.34,8000,13790,0
670,95000.0,31.49,16000,35982,0
705,53000.0,19.21,13500,18181,1
690,68740.0,3.27,5000,6090,1
665,225000.0,10.11,21000,10972,1
685,36000.0,19.23,8325,5284,1
660,115000.0,19.89,8400,7231,0
675,63856.0,11.66,8000,8025,1
660,48000.0,19.03,20000,15113,1
660,55000.0,18.57,16000,60310,0
660,60000.0,5.36,7700,6435,1
715,34000.0,13.91,3350,10923,1
710,94000.0,22.0,24000,125840,1
675,225000.0,33.64,35000,107053,1
665,40000.0,32.98,8000,24940,0
705,55000.0,11.01,14400,21736,1
690,65000.0,8.68,10000,2656,1
680,57000.0,13.33,5000,7205,1
660,45000.0,7.09,6675,2326,1
685,12000.0,14.7,1575,3935,1
725,187000.0,9.92,22000,19743,1
705,75000.0,28.7,10000,14504,1
665,167000.0,7.19,20000,10456,1
735,69000.0,19.26,7500,3518,1
690,65000.0,17.15,6000,11548,1
675,68000.0,7.34,15000,9865,1
695,48000.0,19.63,5375,2659,1
705,115000.0,19.59,35000,106655,1
710,45000.0,32.56,11000,20653,1
675,67000.0,22.03,12000,8422,1
770,140000.0,10.36,24000,13001,1
670,42000.0,12.6,10000,9520,1
690,53000.0,7.63,14400,11310,1
680,120000.0,18.32,29000,25260,1
725,22000.0,4.31,2200,2251,1
685,64400.0,28.72,23000,16324,1
710,32000.0,30.33,7200,11242,1
705,76000.0,27.92,10000,14643,1
720,41000.0,24.5,12000,11205,1
660,25000.0,10.99,8000,5298,1
700,95000.0,14.73,15000,14226,1
735,80000.0,19.32,5000,9224,1
680,40000.0,19.95,5000,4796,1
675,120000.0,8.7,6500,9827,1
680,29120.0,18.1,6000,4420,1
725,61144.0,28.07,24000,34647,1
740,58000.0,20.15,18000,11532,1
660,60000.0,10.68,6000,3903,1
690,400000.0,7.72,35000,14757,1
735,210000.0,13.46,40000,51612,1
665,81760.0,26.99,23325,9193,0
660,108000.0,18.94,17600,5701,1
675,89000.0,11.34,9100,1819,0
750,65000.0,25.52,21000,22020,1
780,70000.0,15.05,14400,20368,1
690,50000.0,29.33,2000,17216,1
665,120000.0,10.19,14000,12463,1
700,225000.0,6.6,24000,21631,1
685,40000.0,21.0,14000,14479,1
775,120000.0,14.91,26600,21450,1
745,51000.0,22.49,20000,22774,1
725,250000.0,8.04,28000,36449,1
730,160000.0,21.86,35000,57051,1
675,20000.0,34.93,5000,3778,1
690,52000.0,24.83,9850,17608,1
695,33000.0,15.27,2000,1851,1
685,72000.0,11.62,12000,5811,1
660,79000.0,8.61,10200,1227,1
695,26000.0,8.59,9600,6182,1
705,40000.0,4.81,3350,2534,1
725,75000.0,9.9,5000,4798,1
685,52000.0,33.31,11550,21198,0
760,115000.0,14.68,25000,14527,1
725,57324.0,35.83,16575,39762,1
665,41000.0,6.5,5625,5252,0
740,80000.0,24.26,6000,2920,1
685,42000.0,29.66,3000,3284,1
720,85000.0,18.02,25000,35544,0
660,51000.0,22.21,9000,9420,1
680,38000.0,16.17,13625,16750,1
680,51000.0,16.49,15000,12928,1
670,75000.0,22.37,18000,19728,1
730,77000.0,35.72,15000,13359,0
660,80000.0,16.8,3000,8639,1
720,95000.0,16.57,19500,4355,1
660,85000.0,29.17,12000,14530,1
670,70000.0,7.09,8000,10616,1
700,42119.0,45.31,19350,11486,1
700,80000.0,7.4,30625,1965,1
665,42000.0,24.06,20000,2192,0
715,126000.0,13.74,9000,2563,1
700,150000.0,12.77,5000,8542,1
705,45000.0,24.83,23000,6062,1
660,120000.0,19.11,10000,20058,1
715,55000.0,8.03,15000,10487,1
715,155000.0,5.52,21000,14770,1
700,56500.0,36.86,21000,17557,0
680,135000.0,9.33,31500,17014,1
690,70000.0,18.84,26875,17828,1
755,90000.0,25.02,15000,14124,1
670,180000.0,12.35,21575,11458,1
715,70000.0,19.97,30000,31076,1
690,65000.0,19.59,29250,13573,1
680,31000.0,18.74,10100,6337,0
745,60500.0,13.67,11000,11800,1
660,58000.0,22.1,7875,6966,1
700,35000.0,26.14,15000,22062,0
725,50000.0,24.15,14000,18254,1
675,43000.0,21.47,3000,3442,1
700,55000.0,17.17,14000,14239,1
665,52000.0,9.39,15000,10399,1
670,32000.0,15.34,12000,6337,1
710,114000.0,12.26,35000,17069,1
660,25000.0,19.4,6000,7266,1
695,114000.0,27.85,12725,33761,1
665,72000.0,15.62,6000,4622,1
775,86320.0,18.13,35000,14929,1
690,32500.0,28.99,16250,14325,1
760,165000.0,1.43,5000,2161,1
670,32000.0,12.49,5000,21838,1
660,50000.0,28.25,12000,2391,1
690,39000.0,38.77,7000,19704,0
700,56000.0,23.94,12000,9713,0
680,106000.0,10.88,18900,14621,1
685,37500.0,20.0,4450,4035,1
735,35360.0,17.45,6500,3034,1
695,43000.0,18.62,6500,8331,1
660,115000.0,16.0,9600,4605,1
705,250000.0,14.39,35000,38853,1
680,45000.0,19.87,8400,7978,1
695,185000.0,15.14,14000,55651,1
680,68000.0,9.44,6000,4130,1
660,91000.0,11.78,8000,6033,1
680,80000.0,35.48,9450,60130,1
675,98000.0,24.71,9600,30752,1
730,90000.0,38.41,28625,36861,0
690,167000.0,26.87,35000,34163,0
695,64723.0,34.71,10000,10962,1
740,82680.0,20.04,21500,46621,1
685,168000.0,15.51,35000,35786,1
685,35000.0,21.54,10500,10873,1
730,200000.0,10.54,35000,130610,1
680,26912.53,14.9,11000,13446,1
770,73187.0,11.07,4000,4788,1
670,50000.0,2.28,5000,3945,1
730,98000.0,15.82,15600,5199,0
820,100000.0,6.64,25000,1966,1
680,43000.0,11.39,7000,7024,1
730,120926.0,20.79,7500,8733,1
690,56000.0,16.94,20000,15182,0
665,70000.0,19.05,7000,6546,0
675,65000.0,21.8,27000,7009,0
695,312640.0,25.56,16000,92541,1
665,37000.0,19.62,10000,8596,1
680,35000.0,31.72,2000,2130,1
675,26900.0,17.09,6400,6585,1
695,84000.0,26.5,15000,14723,1
705,30000.0,9.0,10000,8337,1
675,150000.0,2.23,17500,6970,1
725,85000.0,34.03,8000,14327,1
665,50000.0,28.23,2400,8079,1
675,53000.0,22.06,6500,937,1
705,60000.0,36.0,2000,2722,1
725,53900.0,12.94,22600,26242,1
700,70000.0,26.19,14400,28140,1
690,100000.0,21.1,35000,23032,1
700,65000.0,7.57,8000,9181,1
675,30000.0,11.56,2250,1848,1
675,45000.0,33.31,11800,5228,1
680,42000.0,30.54,16750,14618,1
710,126000.0,21.41,24000,21307,1
685,78000.0,18.05,10000,7243,1
690,48000.0,33.65,13600,16929,1
685,150000.0,6.76,30000,36079,1
700,225000.0,1.52,8000,5885,1
740,33000.0,27.24,5600,7730,1
670,78000.0,19.23,8000,9768,1
715,68000.0,17.31,15000,26341,0
675,74150.0,20.07,21000,22545,0
680,60000.0,18.12,9600,13289,1
660,48000.0,20.75,15350,10277,0
665,23000.0,8.51,5000,4966,0
770,70000.0,18.34,10000,11779,1
660,77000.0,11.96,10000,11131,1
710,240000.0,11.1,20000,10677,1
660,57220.8,19.13,8525,3441,1
670,42000.0,3.8,8000,4448,1
680,111000.0,11.66,20000,16720,1
660,60000.0,13.48,9600,9978,1
720,29000.0,30.69,14500,20336,0
685,35000.0,10.15,10000,3966,1
700,16000.0,9.38,6000,4283,1
700,85496.0,11.36,6000,5884,1
715,45000.0,27.84,22500,35346,1
680,75000.0,20.56,5000,4862,1
720,80000.0,25.26,35000,18220,1
665,200000.0,7.99,35000,13235,1
665,20000.0,45.08,6000,5849,0
690,227995.0,10.74,20000,59212,1
685,35000.0,24.62,2000,1645,1
660,37000.0,10.54,15000,12152,1
665,72000.0,27.28,18000,18497,1
675,60000.0,17.0,14750,3859,1
700,42000.0,28.72,20125,21627,1
715,73896.0,28.92,23200,28244,1
675,31000.0,26.47,5600,7158,1
700,40000.0,10.83,9900,8187,1
670,78000.0,11.66,16000,22231,1
695,80000.0,1.13,10000,1286,1
725,150000.0,10.63,9000,19653,1
690,135000.0,3.01,6075,3059,0
670,105000.0,15.07,12000,11701,1
670,70000.0,17.61,4800,5995,1
695,60651.4,28.99,14025,9365,1
665,63000.0,4.42,8000,5695,1
705,80000.0,13.32,6000,4482,1
665,45000.0,17.57,7500,9746,1
740,220000.0,14.6,18500,3137,1
725,65000.0,23.69,8000,18094,1
680,25000.0,10.32,8500,3613,0
670,26135.04,29.54,5650,4162,1
660,52000.0,4.52,7900,7682,0
750,85000.0,11.1,20000,559,1
710,48789.0,21.98,6000,6282,1
660,62000.0,10.92,3825,7014,1
660,120000.0,6.11,30000,20995,1
685,25000.0,8.26,3000,4532,0
695,70000.0,30.46,14475,33473,0
740,65000.0,13.37,15000,19482,1
750,125000.0,25.37,20000,7124,1
685,65000.0,25.52,10000,17669,1
760,92000.0,17.86,17000,25989,1
775,67600.0,15.13,8000,5174,1
680,68000.0,21.06,16000,13178,1
665,85000.0,15.26,7000,5326,1
660,45600.0,4.66,9250,5205,1
685,271000.0,11.25,10000,21098,1
665,57000.0,15.16,14000,10771,1
755,41000.0,16.83,7000,4201,1
695,52000.0,34.25,9100,20937,1
660,14000.0,30.87,4125,2415,1
675,110000.0,27.19,28000,11035,1
660,60000.0,28.24,8000,22060,1
670,150000.0,21.18,16575,2694,1
675,78000.0,16.8,28000,15284,0
690,75000.0,15.45,20000,27759,1
725,56000.0,34.27,17275,9403,0
695,80000.0,27.2,13600,42240,1
670,75000.0,20.61,22400,12779,1
700,54600.0,15.24,13900,4255,1
670,30000.0,17.68,8000,11074,0
695,34000.0,9.57,13975,4843,0
685,78000.0,12.28,28075,21095,0
710,80000.0,21.44,20000,22544,1
660,20000.0,27.13,4800,4600,1
680,42000.0,23.94,3050,13352,1
750,56000.0,22.01,24000,31578,1
680,28000.0,6.09,10000,7238,1
660,27000.0,32.31,9000,8778,1
735,61000.0,3.9,7000,5120,1
670,42000.0,13.06,6200,2648,1
680,50000.0,13.73,14500,14591,1
670,150000.0,22.56,11200,12565,0
680,110000.0,18.0,9000,20142,1
730,75000.0,16.28,6000,5612,1
690,67723.0,21.12,1850,4970,1
675,101000.0,12.31,10000,2309,0
685,81000.0,25.67,34000,17678,1
670,128790.0,12.05,20000,33879,0
705,70000.0,18.48,13500,19264,0
725,36000.0,6.37,7300,10099,1
665,51000.0,31.11,18350,39788,0
695,275000.0,0.55,35000,954,1
710,90000.0,8.92,24000,18567,1
660,90000.0,18.81,7000,5898,1
680,60000.0,22.42,20000,2963,1
765,24000.0,22.5,1450,84,1
680,130000.0,16.59,35000,58848,1
680,75000.0,1.94,5000,4126,1
740,88000.0,13.17,15400,10715,1
680,41225.0,1.86,10000,1579,1
710,60000.0,25.84,15000,13626,1
695,65000.0,4.69,15000,4280,1
690,100000.0,22.96,25000,17853,0
660,70000.0,31.62,20000,18189,1
720,135000.0,15.38,21000,33649,1
670,63000.0,19.9,7500,1984,1
660,92000.0,9.03,9600,7763,1
710,55000.0,11.54,5500,4975,1
725,45000.0,6.8,8000,9231,1
800,75000.0,9.3,10000,57,1
740,80000.0,23.13,10000,21659,1
675,59800.0,14.92,20000,14488,1
700,87000.0,24.36,30000,31909,1
690,70000.0,25.54,17225,13267,0
710,64800.0,21.54,15000,27165,1
665,55000.0,10.91,22000,16858,0
660,150000.0,19.87,35000,36848,1
700,90000.0,15.25,33000,29937,1
705,52000.0,25.62,5600,38304,0
750,48000.0,26.83,9600,9308,1
660,35000.0,13.03,9600,10613,1
755,61000.0,15.58,1000,14122,1
670,36210.0,15.08,5750,3138,1
675,64000.0,11.38,15000,15388,1
710,85000.0,32.88,27450,37793,1
660,40000.0,14.61,10000,5738,1
800,144721.0,7.45,12000,15643,1
705,96000.0,24.74,25000,43740,1
665,110000.0,7.71,28000,16590,1
675,40000.0,14.1,5000,4672,1
670,65000.0,18.69,18125,768,1
695,75000.0,33.98,14400,25446,0
685,120000.0,25.63,20000,43331,1
685,68000.0,14.25,9800,12598,1
720,250000.0,17.23,25000,85616,1
695,53000.0,25.18,7000,9656,1
685,65000.0,28.47,15000,16794,1
670,30000.0,17.96,7000,6876,1
695,105000.0,17.91,17500,17625,1
675,110000.0,21.38,8000,58866,1
680,35000.0,25.93,15000,12079,1
715,40000.0,18.51,10000,6909,1
705,118000.0,10.04,20000,41338,1
735,152193.6,15.3,28000,92942,1
685,300000.0,8.42,35000,809,0
675,58400.0,31.55,24525,30051,1
715,74881.0,22.4,29725,46460,1
690,92000.0,16.1,25000,4861,1
665,115000.0,15.44,9000,22283,1
725,47000.0,34.83,6000,5202,1
690,90000.0,21.27,24000,22223,1
675,28000.0,18.26,6000,7879,1
705,62000.0,25.28,23700,18431,1
660,72000.0,20.36,24000,12648,0
685,70000.0,12.64,16000,4141,1
675,54500.0,12.27,7000,6895,1
690,32000.0,9.08,9600,2954,1
660,112000.0,9.86,24950,24448,1
680,46000.0,22.78,10000,11325,1
705,220000.0,18.98,35000,41698,1
670,50000.0,21.42,10000,20140,1
680,105450.0,30.18,24000,17747,0
710,110000.0,20.89,12000,20435,1
670,90000.0,27.19,35000,12028,0
670,40000.0,18.71,12000,8370,1
670,117000.0,24.82,14000,25698,1
770,28000.0,14.92,7000,3278,1
745,150000.0,21.65,29125,25310,1
660,30000.0,20.0,9600,8906,0
680,22000.0,9.33,7000,1689,1
665,35000.0,22.91,8400,8078,1
675,65500.0,17.68,9000,16969,1
705,87000.0,11.39,8000,5834,1
685,26000.0,25.81,9325,5669,1
695,47985.0,26.14,3000,9467,1
700,55120.0,39.84,8450,26633,1
700,60000.0,32.46,10000,13144,1
675,145000.0,12.07,15000,8584,1
730,55000.0,26.31,12000,11043,1
685,70000.0,11.42,20000,16089,1
680,92000.0,7.72,5000,13957,1
665,105000.0,12.45,22825,41642,1
660,118000.0,15.88,28000,37250,1
685,35000.0,33.98,15400,19006,1
675,33832.0,14.05,4350,1607,0
695,73000.0,25.37,11200,15134,1
675,60000.0,20.18,10000,14915,1
675,55000.0,19.73,6000,7580,0
745,138000.0,18.56,35000,22440,0
695,63000.0,0.95,5000,709,1
675,55000.0,14.95,10000,13287,1
690,31500.0,40.84,7125,11933,0
665,80000.0,25.5,18225,8871,1
740,85000.0,21.66,6000,3386,1
660,79536.0,30.45,33400,43570,0
725,160000.0,19.05,21000,29457,1
800,55000.0,8.46,5500,5758,1
720,65000.0,30.67,31200,3140,1
680,120000.0,20.41,21000,20574,1
700,70000.0,34.77,12000,26746,1
685,82000.0,14.05,18500,16126,1
725,108000.0,12.12,25000,15868,1
660,167440.0,20.93,20000,38187,1
670,270000.0,27.99,25000,31385,1
665,80000.0,18.93,8000,15568,1
675,42000.0,30.77,15100,6883,0
675,64000.0,8.7,2100,2531,1
790,165000.0,12.12,28000,24221,0
665,68000.0,2.82,11000,3587,1
725,30000.0,14.56,12000,11730,1
680,72000.0,23.48,25000,4688,1
660,55000.0,34.96,17000,18799,0
730,31000.0,19.74,7500,3860,1
660,65000.0,10.73,12000,10693,1
710,104260.0,4.97,25000,14022,1
660,53000.0,10.98,5600,4474,1
670,70000.0,15.05,6500,9602,1
700,40000.0,37.05,19950,28640,1
660,80000.0,46.85,35000,17335,0
680,72144.0,24.02,16000,14702,1
770,125000.0,12.34,14000,7879,1
790,56000.0,17.26,23500,12110,1
745,85000.0,15.82,20000,10139,1
660,42000.0,32.17,9600,6811,1
705,26645.0,17.39,4500,9512,1
675,70000.0,33.36,8000,11165,1
695,82764.0,9.69,19500,10069,1
715,46952.0,24.6,21575,19722,1
675,42000.0,21.0,3900,8269,1
705,85000.0,16.15,35000,31933,0
720,400000.0,22.93,35000,246782,1
675,55000.0,14.53,18250,18103,1
670,41600.0,35.83,7125,13046,1
660,70000.0,14.95,8000,4201,1
670,50000.0,2.33,10000,1048,1
680,52000.0,3.81,10000,4666,0
805,91000.0,25.8,23000,2027,1
670,120000.0,21.73,35000,19511,1
725,150000.0,3.76,8400,4253,1
710,100000.0,15.05,35000,37257,1
725,165000.0,7.43,20050,7654,0
695,125000.0,24.88,20000,37543,1
705,30000.0,16.92,6000,3528,1
675,168000.0,13.98,28000,40642,1
700,47000.0,38.2,8000,12816,1
755,62000.0,19.3,17200,4146,1
665,40000.0,14.43,7000,5122,1
715,47750.0,10.25,6500,9839,1
685,87000.0,22.01,21600,13708,1
700,83000.0,14.62,32000,22225,1
680,90000.0,9.05,8000,41,1
660,97000.0,24.61,21000,9596,0
715,150000.0,26.23,35000,44285,1
685,75000.0,14.59,34000,34021,1
705,80000.0,18.22,27000,23211,1
685,64500.0,38.16,6325,64753,1
670,42000.0,18.97,14000,7941,1
665,65000.0,34.73,24000,20705,0
660,75000.0,13.03,14400,4414,1
695,45000.0,11.06,18000,17374,1
705,45000.0,10.64,20000,12561,1
675,145000.0,9.69,9000,3699,0
675,53200.0,5.8,10000,9434,1
700,61650.0,16.97,5900,740,1
675,38784.0,22.28,7000,16577,1
760,55000.0,21.97,11300,5151,0
755,64300.0,17.8,2000,19849,1
720,100000.0,31.41,22400,76654,1
665,102932.0,11.54,6500,7131,1
675,59975.0,9.15,8000,8647,1
695,30000.0,20.96,10200,10605,1
665,15000.0,17.44,4000,6651,0
695,40000.0,17.85,3000,6450,1
680,32960.0,6.96,11175,3914,1
670,51000.0,14.07,10000,6727,1
685,44400.0,26.05,8025,21902,1
670,191000.0,7.73,25000,28720,1
690,88875.0,18.51,14000,12816,1
725,124000.0,29.33,28000,31678,1
750,120000.0,13.84,5000,6745,1
735,40000.0,30.15,8500,8257,1
705,30000.0,21.16,13800,5750,0
675,24000.0,17.5,3450,8833,1
740,250000.0,18.13,23000,24660,1
690,67000.0,6.7,15000,4320,1
735,62000.0,26.42,12000,18378,1
665,80000.0,31.17,27675,5995,0
675,32000.0,16.39,6000,9354,1
680,60000.0,9.22,5000,3706,1
715,25000.0,30.94,5000,5818,1
670,110000.0,13.73,20000,8182,1
675,200000.0,5.31,25000,7456,1
670,68000.0,10.25,10800,9208,1
735,62000.0,17.33,15000,7556,1
660,82000.0,1.67,11075,1575,1
665,42000.0,34.57,15000,13222,1
690,50000.0,12.83,10000,12706,1
675,52000.0,22.25,12000,12080,1
680,45000.0,3.01,12175,3437,1
675,52000.0,8.22,5525,3170,1
665,85000.0,15.5,15000,6608,1
675,110000.0,10.18,4800,15392,1
660,94000.0,9.17,8000,10768,1
715,54000.0,19.33,16800,13220,1
670,155000.0,12.23,3000,7543,1
740,94000.0,11.59,29550,460,0
690,195960.0,9.33,14400,39365,1
705,97000.0,7.67,20000,4205,0
670,48000.0,6.3,10000,6286,1
670,20800.0,35.67,9150,23875,1
665,40000.0,21.96,5400,1468,0
670,75000.0,8.96,2975,2954,1
780,56000.0,9.15,27975,1390,0
720,24000.0,11.84,5475,2110,0
670,50000.0,20.12,2425,7832,1
670,38000.0,20.85,7000,3166,1
695,46000.0,16.98,21150,22031,0
690,46000.0,19.83,23000,22462,0
680,36500.0,13.15,15000,9159,1
730,95000.0,10.79,21000,6820,1
665,65000.0,17.8,11500,15227,1
680,170254.0,13.03,12000,19263,1
670,62000.0,6.14,24900,11516,1
665,75000.0,16.27,8000,4747,0
710,51000.0,22.47,15000,31973,0
710,350000.0,8.4,35000,38542,1
725,70000.0,25.6,9100,37505,1
700,140000.0,15.53,35000,24425,1
735,108000.0,18.59,27825,18387,1
680,91000.0,14.89,30000,15596,1
740,61000.0,13.8,2000,4872,1
690,65000.0,17.69,20000,15023,0
695,25500.0,31.41,6500,11416,1
690,62500.0,16.65,7800,13485,1
665,40000.0,14.73,16000,18777,0
715,220000.0,27.53,24000,148547,1
675,33000.0,23.85,12000,12012,1
690,44000.0,9.55,8000,18856,1
680,42000.0,5.31,15000,5991,1
695,81000.0,6.77,5600,770,1
660,39180.0,17.12,5000,3660,1
700,48711.01,13.75,5500,5571,1
705,52000.0,23.08,7000,20393,1
700,63600.0,3.2,14000,4595,1
715,108000.0,9.5,12000,12075,1
705,68000.0,7.52,20000,15478,1
665,170000.0,3.94,15300,27394,1
675,90000.0,12.52,6075,1155,1
730,45000.0,30.11,20200,27540,1
690,45000.0,32.4,19800,15241,1
725,62000.0,18.87,14000,41796,1
690,70000.0,13.94,13925,5091,0
665,45000.0,15.76,9600,10388,1
665,35000.0,21.16,12000,10613,1
675,60000.0,6.12,20000,10476,1
765,80000.0,15.02,10400,10982,1
775,90000.0,9.02,21000,20320,1
675,91000.0,26.5,18000,32220,1
715,90000.0,9.25,25000,7932,1
675,24000.0,35.65,9550,12852,0
675,34000.0,5.93,8000,4918,1
775,700000.0,5.67,35000,39687,1
705,43700.0,33.15,4025,21682,1
670,54000.0,29.91,11200,10419,1
690,35000.0,30.8,15500,16618,0
690,20800.0,10.62,7475,6021,1
670,75091.0,19.19,5000,41826,1
690,60000.0,17.52,27575,45419,0
720,89000.0,15.16,12500,40959,1
700,75000.0,10.48,10000,16612,1
665,50000.0,5.83,6000,3603,1
675,73000.0,16.19,10750,9833,1
665,82000.0,13.24,11000,10953,1
705,75000.0,8.88,16800,5250,1
685,50000.0,8.93,6000,5065,1
675,106000.0,7.1,20000,15290,1
660,58730.0,18.04,21000,16298,0
725,55000.0,22.04,12000,2626,1
670,67000.0,17.72,12000,14773,0
765,84000.0,15.0,25000,2299,1
710,90000.0,19.52,15000,10596,1
700,100000.0,15.98,10000,31347,0
695,46878.0,36.2,10000,38206,1
750,210000.0,15.67,21000,63018,1
700,34771.2,23.71,10000,5336,1
725,103000.0,8.96,5000,3464,1
665,54000.0,3.86,7125,4097,1
725,52000.0,13.22,10000,7671,1
665,77000.0,31.87,2000,22256,1
675,121000.0,37.79,15025,36231,0
680,50000.0,18.67,20000,9079,1
710,110000.0,23.41,30000,32543,0
815,100000.0,15.8,20000,8882,1
705,93000.0,25.78,21000,31190,1
690,33280.0,18.93,7000,4856,1
675,62676.0,25.16,11950,6891,1
680,24000.0,5.35,10000,5775,1
705,45000.0,26.59,10000,17446,1
660,70000.0,35.37,20000,44095,1
770,95000.0,11.82,10000,17647,1
690,125000.0,12.22,14400,8053,1
715,135000.0,12.22,5000,36022,1
710,67000.0,28.57,25000,45517,1
715,65000.0,13.05,17000,29296,1
715,42000.0,28.61,3500,4848,1
670,82500.0,23.55,15000,10089,1
670,159000.0,13.99,20000,12206,1
760,35000.0,12.52,5000,11344,1
665,90000.0,6.75,25000,10478,1
665,69000.0,6.82,25000,7074,0
685,33000.0,13.64,5000,5014,1
715,48000.0,13.1,24000,5209,1
715,43000.0,19.88,10000,10696,1
725,55000.0,10.87,8000,3844,1
670,20000.0,34.09,5000,4448,1
660,45000.0,17.65,3000,3424,1
735,125213.0,19.0,9600,32859,1
690,64179.0,13.84,7000,9670,1
740,88000.0,19.82,15000,7250,1
705,55000.0,31.19,24000,28256,1
700,110000.0,19.23,30000,24578,1
700,120000.0,18.07,25000,20342,1
665,55000.0,26.95,12000,7727,1
770,55000.0,21.62,6500,6497,1
680,53000.0,18.07,8000,3304,1
695,42000.0,27.54,16200,14634,1
720,270000.0,2.76,25000,13184,1
665,44000.0,14.84,15000,12908,0
660,83000.0,5.41,5000,5304,1
700,50000.0,23.09,9800,16307,1
675,242000.0,8.26,24000,21357,1
710,29680.0,13.83,8000,7106,1
695,75000.0,22.32,20000,10157,1
680,58000.0,15.68,20875,8564,0
670,60000.0,10.33,6000,17214,1
660,34000.0,9.74,5500,5750,1
705,67300.0,25.65,3600,34750,0
690,90000.0,27.67,35000,15202,1
760,48000.0,9.73,6000,15042,1
665,96000.0,11.1,18000,8362,1
740,85000.0,33.73,15000,22360,1
735,175000.0,14.65,35000,22344,1
710,150000.0,11.11,20000,15684,1
700,65000.0,28.36,29325,22223,0
660,40000.0,33.9,12000,2385,1
705,19200.0,13.01,5050,3248,1
670,75000.0,25.78,25000,26233,1
735,60000.0,26.66,20000,13743,1
660,100000.0,5.69,30000,17360,1
675,170000.0,11.27,20000,37670,1
685,41000.0,26.2,12000,13088,1
685,125000.0,12.78,24000,26006,1
665,90000.0,7.03,10000,10689,1
700,110000.0,18.93,20000,32433,1
665,28080.0,19.79,6000,6158,1
670,15400.0,41.15,4000,8903,0
685,68000.0,33.99,7000,11800,0
675,121200.0,24.67,35000,52889,1
660,55000.0,23.57,15000,28680,1
715,60000.0,17.86,30000,14528,1
700,52000.0,35.1,10000,10416,1
720,24000.0,12.05,8000,8225,1
710,52000.0,20.86,18000,17137,1
705,44000.0,23.9,11000,10437,1
660,62000.0,23.36,20000,9178,0
690,120000.0,9.81,22400,6877,1
680,140000.0,16.98,28000,55650,1
720,29112.0,24.81,11625,10197,0
690,54063.0,11.96,20000,22515,1
665,37000.0,17.16,16800,14374,0
760,85000.0,1.72,8400,2407,1
660,57800.0,16.3,8000,8753,1
765,95000.0,19.33,4800,5857,1
660,45000.0,22.59,9175,3120,0
715,23124.0,27.56,8000,10083,1
665,55000.0,17.32,18700,16138,0
675,93000.0,15.69,13500,19044,1
780,80000.0,10.56,9000,5726,1
740,53000.0,25.52,24000,19520,0
725,116500.0,26.19,12500,92845,1
670,40000.0,15.87,15000,14823,0
660,48000.0,20.85,16000,15809,1
680,93000.0,28.05,35000,61599,1
700,500000.0,2.04,10000,11933,1
670,98000.0,23.83,2250,35588,1
735,62000.0,24.22,10500,3113,0
680,104000.0,16.36,14000,5921,1
670,50000.0,22.32,16000,10691,1
730,80000.0,29.78,5000,35244,1
690,45000.0,22.82,2500,6374,1
765,150000.0,19.35,25600,29774,1
665,58000.0,9.52,9150,7112,0
675,60000.0,19.54,20000,13743,1
695,40000.0,15.24,6000,9954,1
665,120000.0,11.46,5000,11106,1
680,60000.0,11.96,2400,22244,1
